2023-03-14 03:31:44,034 [INFO   ] [APP] allin20w started with arguments={rtg.py, run, WLowBuy2.py, LowBuy.py, FastM2.py, allin50orderfillLiq2.py, allin50Liq2.py, allin50DEBUG2.py, autoBeta.py, allin20w.py}
2023-03-14 03:31:49,453 [INFO   ] [TRADER] send sell order with id 14, price 148700,lot 49
2023-03-14 03:31:49,453 [INFO   ] [TRADER] received order status for order 10 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:49,453 [INFO   ] [TRADER] received order status for order 8 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:49,453 [INFO   ] [TRADER] received order status for order 9 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:49,453 [INFO   ] [TRADER] received order status for order 4 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:49,453 [INFO   ] [TRADER] received order status for order 11 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:49,453 [INFO   ] [TRADER] received order status for order 12 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:49,454 [INFO   ] [TRADER] received order status for order 13 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:49,454 [INFO   ] [TRADER] received order status for order 14 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:49,604 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 2
2023-03-14 03:31:49,723 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:49,723 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:49,726 [INFO   ] [TRADER] received order status for order 15 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:49,726 [INFO   ] [TRADER] send buy order with id 16, price 148000,lot 49
2023-03-14 03:31:49,727 [INFO   ] [TRADER] send buy order with id 17, price 148000,lot 49
2023-03-14 03:31:49,727 [INFO   ] [TRADER] received order status for order 15 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:49,727 [INFO   ] [TRADER] received order status for order 11 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:49,727 [INFO   ] [TRADER] received order status for order 12 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:49,727 [INFO   ] [TRADER] received order status for order 16 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:49,727 [INFO   ] [TRADER] received order status for order 17 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:49,860 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 4
2023-03-14 03:31:49,905 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 3
2023-03-14 03:31:49,946 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:49,946 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:49,950 [INFO   ] [TRADER] received order status for order 18 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:49,950 [INFO   ] [TRADER] send buy order with id 19, price 148400,lot 49
2023-03-14 03:31:49,950 [INFO   ] [TRADER] send buy order with id 20, price 148400,lot 49
2023-03-14 03:31:49,950 [INFO   ] [TRADER] send sell order with id 21, price 149100,lot 49
2023-03-14 03:31:49,950 [INFO   ] [TRADER] send sell order with id 22, price 149100,lot 49
2023-03-14 03:31:49,951 [INFO   ] [TRADER] received order status for order 18 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:49,951 [INFO   ] [TRADER] received order status for order 16 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:49,951 [INFO   ] [TRADER] received order status for order 17 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:49,951 [INFO   ] [TRADER] received order status for order 13 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:49,951 [INFO   ] [TRADER] received order status for order 14 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:49,951 [INFO   ] [TRADER] received order status for order 19 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:49,951 [INFO   ] [TRADER] received order status for order 20 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:49,951 [INFO   ] [TRADER] received order status for order 21 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:49,952 [INFO   ] [TRADER] received order status for order 22 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:50,050 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 4
2023-03-14 03:31:50,226 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:50,226 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:50,230 [INFO   ] [TRADER] received order status for order 23 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:50,230 [INFO   ] [TRADER] received order status for order 23 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:50,494 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:50,494 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:50,497 [INFO   ] [TRADER] received order status for order 24 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:50,497 [INFO   ] [TRADER] received order status for order 24 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:50,703 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:50,703 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:50,703 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 5
2023-03-14 03:31:50,705 [INFO   ] [TRADER] received order status for order 25 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:50,705 [INFO   ] [TRADER] send sell order with id 26, price 149000,lot 49
2023-03-14 03:31:50,705 [INFO   ] [TRADER] send sell order with id 27, price 149000,lot 49
2023-03-14 03:31:50,705 [INFO   ] [TRADER] received order status for order 25 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:50,705 [INFO   ] [TRADER] received order status for order 21 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:50,705 [INFO   ] [TRADER] received order status for order 22 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:50,706 [INFO   ] [TRADER] received order status for order 26 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:50,706 [INFO   ] [TRADER] received order status for order 27 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:50,799 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 6
2023-03-14 03:31:51,000 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:51,000 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:51,002 [INFO   ] [TRADER] received order status for order 28 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:51,003 [INFO   ] [TRADER] send buy order with id 29, price 148300,lot 49
2023-03-14 03:31:51,003 [INFO   ] [TRADER] send buy order with id 30, price 148300,lot 49
2023-03-14 03:31:51,003 [INFO   ] [TRADER] send sell order with id 31, price 148900,lot 49
2023-03-14 03:31:51,003 [INFO   ] [TRADER] send sell order with id 32, price 148900,lot 49
2023-03-14 03:31:51,003 [INFO   ] [TRADER] received order status for order 28 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:51,003 [INFO   ] [TRADER] received order status for order 19 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:51,003 [INFO   ] [TRADER] received order status for order 20 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:51,003 [INFO   ] [TRADER] received order status for order 26 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:51,004 [INFO   ] [TRADER] received order status for order 27 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:51,004 [INFO   ] [TRADER] received order status for order 29 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:51,004 [INFO   ] [TRADER] received order status for order 30 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:51,004 [INFO   ] [TRADER] received order status for order 31 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:51,004 [INFO   ] [TRADER] received order status for order 32 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:51,269 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:51,269 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:51,270 [INFO   ] [TRADER] received order status for order 33 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:51,270 [INFO   ] [TRADER] received order status for order 33 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:51,511 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:51,511 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:51,513 [INFO   ] [TRADER] received order status for order 34 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:51,513 [INFO   ] [TRADER] send sell order with id 35, price 149000,lot 49
2023-03-14 03:31:51,513 [INFO   ] [TRADER] send sell order with id 36, price 149000,lot 49
2023-03-14 03:31:51,513 [INFO   ] [TRADER] received order status for order 34 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:51,513 [INFO   ] [TRADER] received order status for order 31 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:51,513 [INFO   ] [TRADER] received order status for order 32 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:51,514 [INFO   ] [TRADER] received order status for order 35 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:51,514 [INFO   ] [TRADER] received order status for order 36 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:51,742 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:51,742 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:51,753 [INFO   ] [TRADER] received order status for order 37 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:51,754 [INFO   ] [TRADER] received order status for order 37 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:52,011 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:52,011 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:52,014 [INFO   ] [TRADER] received order status for order 38 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:52,014 [INFO   ] [TRADER] send buy order with id 39, price 148400,lot 49
2023-03-14 03:31:52,015 [INFO   ] [TRADER] send buy order with id 40, price 148400,lot 49
2023-03-14 03:31:52,015 [INFO   ] [TRADER] received order status for order 38 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:52,015 [INFO   ] [TRADER] received order status for order 29 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:52,015 [INFO   ] [TRADER] received order status for order 30 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:52,015 [INFO   ] [TRADER] received order status for order 39 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:52,015 [INFO   ] [TRADER] received order status for order 40 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:52,186 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:52,186 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:52,188 [INFO   ] [TRADER] received order status for order 41 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:52,188 [INFO   ] [TRADER] send sell order with id 42, price 148900,lot 49
2023-03-14 03:31:52,189 [INFO   ] [TRADER] send sell order with id 43, price 148900,lot 49
2023-03-14 03:31:52,189 [INFO   ] [TRADER] received order status for order 41 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:52,189 [INFO   ] [TRADER] received order status for order 35 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:52,189 [INFO   ] [TRADER] received order status for order 36 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:52,189 [INFO   ] [TRADER] received order status for order 42 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:52,189 [INFO   ] [TRADER] received order status for order 43 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:52,359 [INFO   ] [TRADER] OrderFill START!!!!! Position:-24
2023-03-14 03:31:52,359 [INFO   ] [TRADER] id 44 , ASK FUTURE
2023-03-14 03:31:52,359 [INFO   ] [TRADER] OrderFill END!!!!! Position:-1
2023-03-14 03:31:52,359 [INFO   ] [TRADER] received order status for order 40 with fill volume 23 remaining 1 and fees -342
2023-03-14 03:31:52,362 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 7
2023-03-14 03:31:52,362 [INFO   ] [TRADER] received hedge filled for order 44 with average price 148600 and volume 23
2023-03-14 03:31:52,438 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:52,438 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:52,440 [INFO   ] [TRADER] received order status for order 45 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:52,440 [INFO   ] [TRADER] received order status for order 45 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:52,673 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 5
2023-03-14 03:31:52,734 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:52,734 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:52,734 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 6
2023-03-14 03:31:52,742 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 7
2023-03-14 03:31:52,742 [INFO   ] [TRADER] OrderFill START!!!!! Position:-1
2023-03-14 03:31:52,742 [INFO   ] [TRADER] id 47 , BID FUTURE
2023-03-14 03:31:52,742 [INFO   ] [TRADER] OrderFill END!!!!! Position:-16
2023-03-14 03:31:52,742 [INFO   ] [TRADER] received order status for order 43 with fill volume 15 remaining 9 and fees -223
2023-03-14 03:31:52,742 [INFO   ] [TRADER] send buy order with id 48, price 148700,lot 49
2023-03-14 03:31:52,742 [INFO   ] [TRADER] send buy order with id 49, price 148700,lot 49
2023-03-14 03:31:52,743 [INFO   ] [TRADER] send sell order with id 50, price 149200,lot 49
2023-03-14 03:31:52,743 [INFO   ] [TRADER] send sell order with id 51, price 149200,lot 49
2023-03-14 03:31:52,747 [INFO   ] [TRADER] OrderFill START!!!!! Position:-16
2023-03-14 03:31:52,747 [INFO   ] [TRADER] id 52 , BID FUTURE
2023-03-14 03:31:52,747 [INFO   ] [TRADER] OrderFill END!!!!! Position:-25
2023-03-14 03:31:52,747 [INFO   ] [TRADER] received order status for order 43 with fill volume 24 remaining 0 and fees -357
2023-03-14 03:31:52,748 [INFO   ] [TRADER] received order status for order 46 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:52,748 [INFO   ] [TRADER] received order status for order 46 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:52,748 [INFO   ] [TRADER] received order status for order 39 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:52,748 [INFO   ] [TRADER] received order status for order 40 with fill volume 23 remaining 0 and fees -342
2023-03-14 03:31:52,748 [INFO   ] [TRADER] received order status for order 42 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:52,748 [INFO   ] [TRADER] received hedge filled for order 47 with average price 149100 and volume 15
2023-03-14 03:31:52,748 [INFO   ] [TRADER] received order status for order 48 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:52,748 [INFO   ] [TRADER] received order status for order 49 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:52,748 [INFO   ] [TRADER] received order status for order 50 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:52,749 [INFO   ] [TRADER] received order status for order 51 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:52,749 [INFO   ] [TRADER] received hedge filled for order 52 with average price 149100 and volume 9
2023-03-14 03:31:52,749 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 8
2023-03-14 03:31:52,852 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 8
2023-03-14 03:31:52,945 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 9
2023-03-14 03:31:53,009 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:53,009 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:53,014 [INFO   ] [TRADER] received order status for order 53 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:53,014 [INFO   ] [TRADER] send sell order with id 54, price 149300,lot 49
2023-03-14 03:31:53,015 [INFO   ] [TRADER] send sell order with id 55, price 149300,lot 49
2023-03-14 03:31:53,015 [INFO   ] [TRADER] received order status for order 53 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:53,015 [INFO   ] [TRADER] received order status for order 50 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:53,015 [INFO   ] [TRADER] received order status for order 51 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:53,015 [INFO   ] [TRADER] received order status for order 54 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:53,015 [INFO   ] [TRADER] received order status for order 55 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:53,246 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:53,247 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:53,247 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 10
2023-03-14 03:31:53,249 [INFO   ] [TRADER] received order status for order 56 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:53,249 [INFO   ] [TRADER] send buy order with id 57, price 148800,lot 49
2023-03-14 03:31:53,249 [INFO   ] [TRADER] send buy order with id 58, price 148800,lot 49
2023-03-14 03:31:53,249 [INFO   ] [TRADER] send sell order with id 59, price 149500,lot 49
2023-03-14 03:31:53,250 [INFO   ] [TRADER] send sell order with id 60, price 149500,lot 49
2023-03-14 03:31:53,250 [INFO   ] [TRADER] received order status for order 56 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:53,250 [INFO   ] [TRADER] received order status for order 48 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:53,250 [INFO   ] [TRADER] received order status for order 49 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:53,250 [INFO   ] [TRADER] received order status for order 54 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:53,250 [INFO   ] [TRADER] received order status for order 55 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:53,250 [INFO   ] [TRADER] received order status for order 57 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:53,250 [INFO   ] [TRADER] received order status for order 58 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:53,250 [INFO   ] [TRADER] received order status for order 59 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:53,250 [INFO   ] [TRADER] received order status for order 60 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:53,434 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:53,435 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:53,436 [INFO   ] [TRADER] received order status for order 61 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:53,436 [INFO   ] [TRADER] send sell order with id 62, price 149400,lot 49
2023-03-14 03:31:53,436 [INFO   ] [TRADER] send sell order with id 63, price 149400,lot 49
2023-03-14 03:31:53,436 [INFO   ] [TRADER] received order status for order 61 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:53,436 [INFO   ] [TRADER] received order status for order 59 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:53,436 [INFO   ] [TRADER] received order status for order 60 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:53,436 [INFO   ] [TRADER] received order status for order 62 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:53,436 [INFO   ] [TRADER] received order status for order 63 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:53,594 [INFO   ] [TRADER] OrderFill START!!!!! Position:-25
2023-03-14 03:31:53,594 [INFO   ] [TRADER] id 64 , ASK FUTURE
2023-03-14 03:31:53,594 [INFO   ] [TRADER] OrderFill END!!!!! Position:-1
2023-03-14 03:31:53,594 [INFO   ] [TRADER] received order status for order 58 with fill volume 24 remaining 0 and fees -357
2023-03-14 03:31:53,596 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 11
2023-03-14 03:31:53,596 [INFO   ] [TRADER] received hedge filled for order 64 with average price 149000 and volume 24
2023-03-14 03:31:53,694 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 9
2023-03-14 03:31:53,758 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:53,758 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:53,761 [INFO   ] [TRADER] received order status for order 65 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:53,761 [INFO   ] [TRADER] send buy order with id 66, price 148600,lot 49
2023-03-14 03:31:53,761 [INFO   ] [TRADER] send buy order with id 67, price 148600,lot 49
2023-03-14 03:31:53,761 [INFO   ] [TRADER] send sell order with id 68, price 149200,lot 49
2023-03-14 03:31:53,761 [INFO   ] [TRADER] send sell order with id 69, price 149200,lot 49
2023-03-14 03:31:53,761 [INFO   ] [TRADER] received order status for order 65 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:53,762 [INFO   ] [TRADER] received order status for order 57 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:53,762 [INFO   ] [TRADER] received order status for order 62 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:53,762 [INFO   ] [TRADER] received order status for order 63 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:53,762 [INFO   ] [TRADER] received order status for order 66 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:53,762 [INFO   ] [TRADER] received order status for order 67 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:53,762 [INFO   ] [TRADER] received order status for order 68 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:53,762 [INFO   ] [TRADER] received order status for order 69 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:53,963 [INFO   ] [TRADER] received trade ticks for instrument 0 with sequence number 10
2023-03-14 03:31:53,986 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:53,986 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:53,988 [INFO   ] [TRADER] received trade ticks for instrument 1 with sequence number 12
2023-03-14 03:31:53,989 [INFO   ] [TRADER] received order status for order 70 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:53,990 [INFO   ] [TRADER] received order status for order 70 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:54,254 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:54,254 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:54,255 [INFO   ] [TRADER] received order status for order 71 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:54,255 [INFO   ] [TRADER] received order status for order 71 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:54,505 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:54,505 [INFO   ] [TRADER] Order Book start!
2023-03-14 03:31:54,526 [INFO   ] [TRADER] received order status for order 72 with fill volume 0 remaining 1 and fees 0
2023-03-14 03:31:54,526 [INFO   ] [TRADER] send buy order with id 73, price 148700,lot 49
2023-03-14 03:31:54,526 [INFO   ] [TRADER] send buy order with id 74, price 148700,lot 49
2023-03-14 03:31:54,527 [INFO   ] [TRADER] send sell order with id 75, price 149400,lot 49
2023-03-14 03:31:54,527 [INFO   ] [TRADER] send sell order with id 76, price 149400,lot 49
2023-03-14 03:31:54,527 [INFO   ] [TRADER] received order status for order 72 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:54,527 [INFO   ] [TRADER] received order status for order 66 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:54,527 [INFO   ] [TRADER] received order status for order 67 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:54,527 [INFO   ] [TRADER] received order status for order 68 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:54,528 [INFO   ] [TRADER] received order status for order 69 with fill volume 0 remaining 0 and fees 0
2023-03-14 03:31:54,528 [INFO   ] [TRADER] received order status for order 73 with fill volume 0 remaining 24 and fees 0
2023-03-14 03:31:54,528 [INFO   ] [TRADER] received order status for order 74 with fill volume 0 remaining 24 and fees 0
