Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
2.016,FastM2Liq,Tick,1,32,-31,31,147000,147000,-443,3743,3743,OK
2.016,FastM3,Tick,0,17,-17,17,147000,147000,-250,3650,3650,OK
2.016,WLowBuy,Tick,0,0,0,0,147000,147000,0,0,0,OK
2.016,FastM2,Tick,0,23,-23,23,147000,147000,-339,4939,4939,OK
2.016,WLiq,Tick,0,0,0,0,147000,147000,0,0,0,OK
2.016,WLowBuy2,Tick,0,0,0,0,147000,147000,0,0,0,OK
2.016,allinM,Tick,0,49,-49,49,147000,147000,-721,5621,5621,OK
2.25,FastM2Liq,Tick,16,32,-16,16,147100,146900,-664,964,-2236,OK
2.25,FastM3,Tick,0,17,-17,17,147100,146900,-250,3650,250,OK
2.25,WLowBuy,Tick,0,0,0,0,147100,146900,0,0,0,OK
2.25,FastM2,Tick,0,23,-23,23,147100,146900,-339,4939,339,OK
2.25,WLiq,Tick,0,15,-15,15,147100,146900,441,1059,-1941,OK
2.25,WLowBuy2,Tick,0,0,0,0,147100,146900,0,0,0,OK
2.25,allinM,Tick,0,49,-49,49,147100,146900,-721,5621,-4179,OK
2.531,FastM2Liq,Tick,54,32,22,-22,146800,146900,-1222,-3278,-5478,OK
2.531,FastM3,Tick,17,17,0,0,146800,146900,-500,2200,2200,OK
2.531,WLowBuy,Tick,0,0,0,0,146800,146900,0,0,0,OK
2.531,FastM2,Tick,16,23,-7,7,146800,146900,-574,3574,4274,OK
2.531,WLiq,Tick,0,15,-15,15,146800,146900,441,1059,2559,OK
2.531,WLowBuy2,Tick,0,0,0,0,146800,146900,0,0,0,OK
2.531,allinM,Tick,0,49,-49,49,146800,146900,-721,5621,10521,OK
2.766,FastM2Liq,Tick,54,32,22,-22,146800,146900,-1222,-3278,-5478,OK
2.766,FastM3,Tick,17,17,0,0,146800,146900,-500,2200,2200,OK
2.766,WLowBuy,Tick,0,0,0,0,146800,146900,0,0,0,OK
2.766,FastM2,Tick,16,23,-7,7,146800,146900,-574,3574,4274,OK
2.766,WLiq,Tick,0,15,-15,15,146800,146900,441,1059,2559,OK
2.766,WLowBuy2,Tick,0,0,0,0,146800,146900,0,0,0,OK
2.766,allinM,Tick,0,49,-49,49,146800,146900,-721,5621,10521,OK
3.047,FastM2Liq,Tick,54,32,22,-22,146800,146900,-1222,-3278,-5478,OK
3.047,FastM3,Tick,17,17,0,0,146800,146900,-500,2200,2200,OK
3.047,WLowBuy,Tick,0,0,0,0,146800,146900,0,0,0,OK
3.047,FastM2,Tick,16,23,-7,7,146800,146900,-574,3574,4274,OK
3.047,WLiq,Tick,0,15,-15,15,146800,146900,441,1059,2559,OK
3.047,WLowBuy2,Tick,0,0,0,0,146800,146900,0,0,0,OK
3.047,allinM,Tick,0,49,-49,49,146800,146900,-721,5621,10521,OK
3.25,FastM2Liq,Tick,54,32,22,-22,146800,146900,-1222,-3278,-5478,OK
3.25,FastM3,Tick,17,17,0,0,146800,146900,-500,2200,2200,OK
3.25,WLowBuy,Tick,0,0,0,0,146800,146900,0,0,0,OK
3.25,FastM2,Tick,16,23,-7,7,146800,146900,-574,3574,4274,OK
3.25,WLiq,Tick,0,15,-15,15,146800,146900,441,1059,2559,OK
3.25,WLowBuy2,Tick,0,0,0,0,146800,146900,0,0,0,OK
3.25,allinM,Tick,0,49,-49,49,146800,146900,-721,5621,10521,OK
3.484,FastM2Liq,Tick,54,64,-10,10,147100,146900,-1692,392,-1608,OK
3.484,FastM3,Tick,17,17,0,0,147100,146900,-500,2200,2200,OK
3.484,WLowBuy,Tick,0,15,-15,15,147100,146900,-221,1721,-1279,OK
3.484,FastM2,Tick,16,23,-7,7,147100,146900,-574,3574,2174,OK
3.484,WLiq,Tick,0,15,-15,15,147100,146900,441,1059,-1941,OK
3.484,WLowBuy2,Tick,0,15,-15,15,147100,146900,-221,1721,-1279,OK
3.484,allinM,Tick,0,80,-80,80,147100,146900,-1177,9177,-6823,OK
3.75,FastM2Liq,Tick,70,64,6,-6,146800,146900,-1927,627,27,OK
3.75,FastM3,Tick,17,17,0,0,146800,146900,-500,2200,2200,OK
3.75,WLowBuy,Tick,0,15,-15,15,146800,146900,-221,1721,3221,OK
3.75,FastM2,Tick,17,23,-6,6,146800,146900,-589,3589,4189,OK
3.75,WLiq,Tick,0,15,-15,15,146800,146900,441,1059,2559,OK
3.75,WLowBuy2,Tick,0,15,-15,15,146800,146900,-221,1721,3221,OK
3.75,allinM,Tick,0,80,-80,80,146800,146900,-1177,9177,17177,OK
4.016,FastM2Liq,Tick,70,64,6,-6,146800,146900,-1927,627,27,OK
4.016,FastM3,Tick,17,17,0,0,146800,146900,-500,2200,2200,OK
4.016,WLowBuy,Tick,0,15,-15,15,146800,146900,-221,1721,3221,OK
4.016,FastM2,Tick,17,23,-6,6,146800,146900,-589,3589,4189,OK
4.016,WLiq,Tick,0,15,-15,15,146800,146900,441,1059,2559,OK
4.016,WLowBuy2,Tick,0,15,-15,15,146800,146900,-221,1721,3221,OK
4.016,allinM,Tick,0,80,-80,80,146800,146900,-1177,9177,17177,OK
4.266,FastM2Liq,Tick,70,64,6,-6,146800,146900,-1927,627,27,OK
4.266,FastM3,Tick,17,17,0,0,146800,146900,-500,2200,2200,OK
4.266,WLowBuy,Tick,0,15,-15,15,146800,146900,-221,1721,3221,OK
4.266,FastM2,Tick,17,23,-6,6,146800,146900,-589,3589,4189,OK
4.266,WLiq,Tick,0,15,-15,15,146800,146900,441,1059,2559,OK
4.266,WLowBuy2,Tick,0,15,-15,15,146800,146900,-221,1721,3221,OK
4.266,allinM,Tick,0,80,-80,80,146800,146900,-1177,9177,17177,OK
4.5,FastM2Liq,Tick,70,64,6,-6,146800,146900,-1927,627,27,OK
4.5,FastM3,Tick,17,17,0,0,146800,146900,-500,2200,2200,OK
4.5,WLowBuy,Tick,0,15,-15,15,146800,146900,-221,1721,3221,OK
4.5,FastM2,Tick,17,23,-6,6,146800,146900,-589,3589,4189,OK
4.5,WLiq,Tick,0,15,-15,15,146800,146900,441,1059,2559,OK
4.5,WLowBuy2,Tick,0,15,-15,15,146800,146900,-221,1721,3221,OK
4.5,allinM,Tick,0,80,-80,80,146800,146900,-1177,9177,17177,OK
4.75,FastM2Liq,Tick,70,64,6,-6,146800,146900,-1927,627,27,OK
4.75,FastM3,Tick,21,17,4,-4,146800,146900,-559,2259,1859,OK
4.75,WLowBuy,Tick,0,15,-15,15,146800,146900,-221,1721,3221,OK
4.75,FastM2,Tick,32,23,9,-9,146800,146900,-809,3809,2909,OK
4.75,WLiq,Tick,0,15,-15,15,146800,146900,441,1059,2559,OK
4.75,WLowBuy2,Tick,0,15,-15,15,146800,146900,-221,1721,3221,OK
4.75,allinM,Tick,0,80,-80,80,146800,146900,-1177,9177,17177,OK
4.969,FastM2Liq,Tick,70,64,6,-6,146800,146900,-1927,627,27,OK
4.969,FastM3,Tick,21,17,4,-4,146800,146900,-559,2259,1859,OK
4.969,WLowBuy,Tick,0,15,-15,15,146800,146900,-221,1721,3221,OK
4.969,FastM2,Tick,32,23,9,-9,146800,146900,-809,3809,2909,OK
4.969,WLiq,Tick,0,15,-15,15,146800,146900,441,1059,2559,OK
4.969,WLowBuy2,Tick,0,15,-15,15,146800,146900,-221,1721,3221,OK
4.969,allinM,Tick,0,80,-80,80,146800,146900,-1177,9177,17177,OK
5.219,FastM2Liq,Tick,70,64,6,-6,146800,146800,-1927,627,627,OK
5.219,FastM3,Tick,21,17,4,-4,146800,146800,-559,2259,2259,OK
5.219,WLowBuy,Tick,0,15,-15,15,146800,146800,-221,1721,1721,OK
5.219,FastM2,Tick,32,23,9,-9,146800,146800,-809,3809,3809,OK
5.219,WLiq,Tick,0,15,-15,15,146800,146800,441,1059,1059,OK
5.219,WLowBuy2,Tick,0,15,-15,15,146800,146800,-221,1721,1721,OK
5.219,allinM,Tick,0,80,-80,80,146800,146800,-1177,9177,9177,OK
5.531,FastM2Liq,Tick,70,64,6,-6,146800,146800,-1927,627,627,OK
5.531,FastM3,Tick,21,17,4,-4,146800,146800,-559,2259,2259,OK
5.531,WLowBuy,Tick,0,15,-15,15,146800,146800,-221,1721,1721,OK
5.531,FastM2,Tick,32,23,9,-9,146800,146800,-809,3809,3809,OK
5.531,WLiq,Tick,0,15,-15,15,146800,146800,441,1059,1059,OK
5.531,WLowBuy2,Tick,0,15,-15,15,146800,146800,-221,1721,1721,OK
5.531,allinM,Tick,0,80,-80,80,146800,146800,-1177,9177,9177,OK
5.734,FastM2Liq,Tick,70,64,6,-6,146800,146800,-1927,627,627,OK
5.734,FastM3,Tick,21,17,4,-4,146800,146800,-559,2259,2259,OK
5.734,WLowBuy,Tick,0,15,-15,15,146800,146800,-221,1721,1721,OK
5.734,FastM2,Tick,32,23,9,-9,146800,146800,-809,3809,3809,OK
5.734,WLiq,Tick,0,15,-15,15,146800,146800,441,1059,1059,OK
5.734,WLowBuy2,Tick,0,15,-15,15,146800,146800,-221,1721,1721,OK
5.734,allinM,Tick,0,80,-80,80,146800,146800,-1177,9177,9177,OK
6.047,FastM2Liq,Tick,70,64,6,-6,146800,146800,-1927,627,627,OK
6.047,FastM3,Tick,21,17,4,-4,146800,146800,-559,2259,2259,OK
6.047,WLowBuy,Tick,0,15,-15,15,146800,146800,-221,1721,1721,OK
6.047,FastM2,Tick,32,23,9,-9,146800,146800,-809,3809,3809,OK
6.047,WLiq,Tick,0,15,-15,15,146800,146800,441,1059,1059,OK
6.047,WLowBuy2,Tick,0,15,-15,15,146800,146800,-221,1721,1721,OK
6.047,allinM,Tick,0,80,-80,80,146800,146800,-1177,9177,9177,OK
6.266,FastM2Liq,Tick,70,64,6,-6,147000,146800,-1927,627,1827,OK
6.266,FastM3,Tick,21,17,4,-4,147000,146800,-559,2259,3059,OK
6.266,WLowBuy,Tick,0,30,-30,30,147000,146800,220,2780,-3220,OK
6.266,FastM2,Tick,32,23,9,-9,147000,146800,-809,3809,5609,OK
6.266,WLiq,Tick,0,30,-30,30,147000,146800,882,2118,-3882,OK
6.266,WLowBuy2,Tick,0,30,-30,30,147000,146800,220,2780,-3220,OK
6.266,allinM,Tick,0,80,-80,80,147000,146800,-1177,9177,-6823,OK
6.469,FastM2Liq,Tick,70,80,-10,10,147000,146800,-1457,4957,2957,OK
6.469,FastM3,Tick,21,17,4,-4,147000,146800,-559,2259,3059,OK
6.469,WLowBuy,Tick,0,55,-55,55,147000,146800,955,9545,-1455,OK
6.469,FastM2,Tick,32,23,9,-9,147000,146800,-809,3809,5609,OK
6.469,WLiq,Tick,0,42,-42,42,147000,146800,1235,5365,-3035,OK
6.469,WLowBuy2,Tick,0,30,-30,30,147000,146800,220,2780,-3220,OK
6.469,allinM,Tick,0,80,-80,80,147000,146800,-1177,9177,-6823,OK
6.813,FastM2Liq,Tick,70,96,-26,26,147000,146700,-1692,6792,1592,OK
6.813,FastM3,Tick,21,17,4,-4,147000,146700,-559,2259,3059,OK
6.813,WLowBuy,Tick,0,55,-55,55,147000,146700,955,9545,-1455,OK
6.813,FastM2,Tick,32,23,9,-9,147000,146700,-809,3809,5609,OK
6.813,WLiq,Tick,0,55,-55,55,147000,146700,1044,9456,-1544,OK
6.813,WLowBuy2,Tick,0,45,-45,45,147000,146700,0,7500,-1500,OK
6.813,allinM,Tick,0,80,-80,80,147000,146700,-1177,9177,-6823,OK
6.969,FastM2Liq,Tick,70,96,-26,26,147000,146900,-1692,6792,4192,OK
6.969,FastM3,Tick,21,17,4,-4,147000,146900,-559,2259,2659,OK
6.969,WLowBuy,Tick,0,55,-55,55,147000,146900,955,9545,4045,OK
6.969,FastM2,Tick,32,23,9,-9,147000,146900,-809,3809,4709,OK
6.969,WLiq,Tick,0,55,-55,55,147000,146900,1044,9456,3956,OK
6.969,WLowBuy2,Tick,0,45,-45,45,147000,146900,0,7500,3000,OK
6.969,allinM,Tick,0,80,-80,80,147000,146900,-1177,9177,1177,OK
7.297,FastM2Liq,Tick,70,96,-26,26,147000,146900,-1692,6792,4192,OK
7.297,FastM3,Tick,21,17,4,-4,147000,146900,-559,2259,2659,OK
7.297,WLowBuy,Tick,0,55,-55,55,147000,146900,955,9545,4045,OK
7.297,FastM2,Tick,32,23,9,-9,147000,146900,-809,3809,4709,OK
7.297,WLiq,Tick,0,55,-55,55,147000,146900,1044,9456,3956,OK
7.297,WLowBuy2,Tick,0,45,-45,45,147000,146900,0,7500,3000,OK
7.297,allinM,Tick,0,80,-80,80,147000,146900,-1177,9177,1177,OK
7.453,FastM2Liq,Tick,70,96,-26,26,147000,146900,-1692,6792,4192,OK
7.453,FastM3,Tick,21,17,4,-4,147000,146900,-559,2259,2659,OK
7.453,WLowBuy,Tick,0,55,-55,55,147000,146900,955,9545,4045,OK
7.453,FastM2,Tick,32,23,9,-9,147000,146900,-809,3809,4709,OK
7.453,WLiq,Tick,0,55,-55,55,147000,146900,1044,9456,3956,OK
7.453,WLowBuy2,Tick,0,45,-45,45,147000,146900,0,7500,3000,OK
7.453,allinM,Tick,0,80,-80,80,147000,146900,-1177,9177,1177,OK
7.766,FastM2Liq,Tick,70,96,-26,26,147000,146900,-1692,6792,4192,OK
7.766,FastM3,Tick,21,17,4,-4,147000,146900,-559,2259,2659,OK
7.766,WLowBuy,Tick,0,55,-55,55,147000,146900,955,9545,4045,OK
7.766,FastM2,Tick,32,23,9,-9,147000,146900,-809,3809,4709,OK
7.766,WLiq,Tick,0,55,-55,55,147000,146900,1044,9456,3956,OK
7.766,WLowBuy2,Tick,0,45,-45,45,147000,146900,0,7500,3000,OK
7.766,allinM,Tick,0,80,-80,80,147000,146900,-1177,9177,1177,OK
8.0,FastM2Liq,Tick,70,96,-26,26,147000,146900,-1692,6792,4192,OK
8.0,FastM3,Tick,21,17,4,-4,147000,146900,-559,2259,2659,OK
8.0,WLowBuy,Tick,0,55,-55,55,147000,146900,955,9545,4045,OK
8.0,FastM2,Tick,32,23,9,-9,147000,146900,-809,3809,4709,OK
8.0,WLiq,Tick,0,55,-55,55,147000,146900,1044,9456,3956,OK
8.0,WLowBuy2,Tick,0,45,-45,45,147000,146900,0,7500,3000,OK
8.0,allinM,Tick,0,80,-80,80,147000,146900,-1177,9177,1177,OK
8.219,FastM2Liq,Tick,86,96,-10,10,146700,146900,-1927,7027,9027,OK
8.219,FastM3,Tick,28,17,11,-11,146700,146900,-662,3062,862,OK
8.219,WLowBuy,Tick,0,55,-55,55,146700,146900,955,9545,20545,OK
8.219,FastM2,Tick,48,23,25,-25,146700,146900,-1044,5644,644,OK
8.219,WLiq,Tick,0,55,-55,55,146700,146900,1044,9456,20456,OK
8.219,WLowBuy2,Tick,0,45,-45,45,146700,146900,0,7500,16500,OK
8.219,allinM,Tick,0,80,-80,80,146700,146900,-1177,9177,25177,OK
8.469,FastM2Liq,Tick,86,96,-10,10,146700,146900,-1927,7027,9027,OK
8.469,FastM3,Tick,28,17,11,-11,146700,146900,-662,3062,862,OK
8.469,WLowBuy,Tick,0,55,-55,55,146700,146900,955,9545,20545,OK
8.469,FastM2,Tick,48,23,25,-25,146700,146900,-1044,5644,644,OK
8.469,WLiq,Tick,0,55,-55,55,146700,146900,1044,9456,20456,OK
8.469,WLowBuy2,Tick,0,45,-45,45,146700,146900,0,7500,16500,OK
8.469,allinM,Tick,0,80,-80,80,146700,146900,-1177,9177,25177,OK
8.75,FastM2Liq,Tick,86,96,-10,10,146700,146900,-1927,7027,9027,OK
8.75,FastM3,Tick,28,17,11,-11,146700,146900,-662,3062,862,OK
8.75,WLowBuy,Tick,0,55,-55,55,146700,146900,955,9545,20545,OK
8.75,FastM2,Tick,48,23,25,-25,146700,146900,-1044,5644,644,OK
8.75,WLiq,Tick,0,55,-55,55,146700,146900,1044,9456,20456,OK
8.75,WLowBuy2,Tick,0,45,-45,45,146700,146900,0,7500,16500,OK
8.75,allinM,Tick,0,80,-80,80,146700,146900,-1177,9177,25177,OK
9.0,FastM2Liq,Tick,134,96,38,-38,146600,146900,-2632,9332,1732,OK
9.0,FastM3,Tick,72,17,55,-55,146600,146900,-1307,7107,-3893,OK
9.0,WLowBuy,Tick,0,55,-55,55,146600,146900,955,9545,20545,OK
9.0,FastM2,Tick,85,23,62,-62,146600,146900,-1587,9887,-2513,OK
9.0,WLiq,Tick,0,55,-55,55,146600,146900,1044,9456,20456,OK
9.0,WLowBuy2,Tick,0,45,-45,45,146600,146900,0,7500,16500,OK
9.0,allinM,Tick,0,80,-80,80,146600,146900,-1177,9177,25177,OK
9.25,FastM2Liq,Tick,134,96,38,-38,146600,146900,-2632,9332,1732,OK
9.25,FastM3,Tick,72,17,55,-55,146600,146900,-1307,7107,-3893,OK
9.25,WLowBuy,Tick,0,55,-55,55,146600,146900,955,9545,20545,OK
9.25,FastM2,Tick,85,23,62,-62,146600,146900,-1587,9887,-2513,OK
9.25,WLiq,Tick,0,55,-55,55,146600,146900,1044,9456,20456,OK
9.25,WLowBuy2,Tick,0,45,-45,45,146600,146900,0,7500,16500,OK
9.25,allinM,Tick,0,80,-80,80,146600,146900,-1177,9177,25177,OK
9.484,FastM2Liq,Tick,134,96,38,-38,146600,146900,-2632,9332,1732,OK
9.484,FastM3,Tick,72,17,55,-55,146600,146900,-1307,7107,-3893,OK
9.484,WLowBuy,Tick,0,55,-55,55,146600,146900,955,9545,20545,OK
9.484,FastM2,Tick,85,23,62,-62,146600,146900,-1587,9887,-2513,OK
9.484,WLiq,Tick,0,55,-55,55,146600,146900,1044,9456,20456,OK
9.484,WLowBuy2,Tick,0,45,-45,45,146600,146900,0,7500,16500,OK
9.484,allinM,Tick,0,80,-80,80,146600,146900,-1177,9177,25177,OK
9.781,FastM2Liq,Tick,134,96,38,-38,146600,146900,-2632,9332,1732,OK
9.781,FastM3,Tick,72,17,55,-55,146600,146900,-1307,7107,-3893,OK
9.781,WLowBuy,Tick,0,55,-55,55,146600,146900,955,9545,20545,OK
9.781,FastM2,Tick,85,23,62,-62,146600,146900,-1587,9887,-2513,OK
9.781,WLiq,Tick,0,55,-55,55,146600,146900,1044,9456,20456,OK
9.781,WLowBuy2,Tick,0,45,-45,45,146600,146900,0,7500,16500,OK
9.781,allinM,Tick,0,80,-80,80,146600,146900,-1177,9177,25177,OK
10.0,FastM2Liq,Tick,134,96,38,-38,146600,146900,-2632,9332,1732,OK
10.0,FastM3,Tick,72,17,55,-55,146600,146900,-1307,7107,-3893,OK
10.0,WLowBuy,Tick,0,55,-55,55,146600,146900,955,9545,20545,OK
10.0,FastM2,Tick,85,23,62,-62,146600,146900,-1587,9887,-2513,OK
10.0,WLiq,Tick,0,55,-55,55,146600,146900,1044,9456,20456,OK
10.0,WLowBuy2,Tick,0,45,-45,45,146600,146900,0,7500,16500,OK
10.0,allinM,Tick,0,80,-80,80,146600,146900,-1177,9177,25177,OK
10.203,FastM2Liq,Tick,134,96,38,-38,146600,146900,-2632,9332,1732,OK
10.203,FastM3,Tick,72,17,55,-55,146600,146900,-1307,7107,-3893,OK
10.203,WLowBuy,Tick,0,55,-55,55,146600,146900,955,9545,20545,OK
10.203,FastM2,Tick,85,23,62,-62,146600,146900,-1587,9887,-2513,OK
10.203,WLiq,Tick,0,55,-55,55,146600,146900,1044,9456,20456,OK
10.203,WLowBuy2,Tick,0,45,-45,45,146600,146900,0,7500,16500,OK
10.203,allinM,Tick,0,80,-80,80,146600,146900,-1177,9177,25177,OK
10.531,FastM2Liq,Tick,134,96,38,-38,146600,146900,-2632,9332,1732,OK
10.531,FastM3,Tick,72,17,55,-55,146600,146900,-1307,7107,-3893,OK
10.531,WLowBuy,Tick,0,55,-55,55,146600,146900,955,9545,20545,OK
10.531,FastM2,Tick,85,23,62,-62,146600,146900,-1587,9887,-2513,OK
10.531,WLiq,Tick,0,55,-55,55,146600,146900,1044,9456,20456,OK
10.531,WLowBuy2,Tick,0,45,-45,45,146600,146900,0,7500,16500,OK
10.531,allinM,Tick,0,80,-80,80,146600,146900,-1177,9177,25177,OK
10.719,FastM2Liq,Tick,134,128,6,-6,146800,147000,-3102,3402,2202,OK
10.719,FastM3,Tick,72,17,55,-55,146800,147000,-1307,7107,-3893,OK
10.719,WLowBuy,Tick,0,55,-55,55,146800,147000,955,9545,20545,OK
10.719,FastM2,Tick,85,23,62,-62,146800,147000,-1587,9887,-2513,OK
10.719,WLiq,Tick,0,55,-55,55,146800,147000,1044,9456,20456,OK
10.719,WLowBuy2,Tick,0,45,-45,45,146800,147000,0,7500,16500,OK
10.719,allinM,Tick,44,80,-36,36,146800,147000,-413,12813,20013,OK
10.969,FastM2Liq,Tick,134,167,-33,33,147100,147000,-3675,-4725,-8025,OK
10.969,FastM3,Tick,72,17,55,-55,147100,147000,-1307,7107,12607,OK
10.969,WLowBuy,Tick,0,55,-55,55,147100,147000,955,9545,4045,OK
10.969,FastM2,Tick,85,23,62,-62,147100,147000,-1587,9887,16087,OK
10.969,WLiq,Tick,0,55,-55,55,147100,147000,1044,9456,3956,OK
10.969,WLowBuy2,Tick,0,55,-55,55,147100,147000,-147,5647,147,OK
10.969,allinM,Tick,60,80,-20,20,147100,147000,57,13943,11943,OK
11.219,FastM2Liq,Tick,134,167,-33,33,147100,147000,-3675,-4725,-8025,OK
11.219,FastM3,Tick,72,17,55,-55,147100,147000,-1307,7107,12607,OK
11.219,WLowBuy,Tick,0,55,-55,55,147100,147000,955,9545,4045,OK
11.219,FastM2,Tick,85,23,62,-62,147100,147000,-1587,9887,16087,OK
11.219,WLiq,Tick,0,55,-55,55,147100,147000,1044,9456,3956,OK
11.219,WLowBuy2,Tick,0,55,-55,55,147100,147000,-147,5647,147,OK
11.219,allinM,Tick,60,80,-20,20,147100,147000,57,13943,11943,OK
11.547,FastM2Liq,Tick,134,167,-33,33,147100,147000,-3675,-4725,-8025,OK
11.547,FastM3,Tick,72,17,55,-55,147100,147000,-1307,7107,12607,OK
11.547,WLowBuy,Tick,0,55,-55,55,147100,147000,955,9545,4045,OK
11.547,FastM2,Tick,85,23,62,-62,147100,147000,-1587,9887,16087,OK
11.547,WLiq,Tick,0,55,-55,55,147100,147000,1044,9456,3956,OK
11.547,WLowBuy2,Tick,0,55,-55,55,147100,147000,-147,5647,147,OK
11.547,allinM,Tick,60,80,-20,20,147100,147000,57,13943,11943,OK
11.719,FastM2Liq,Tick,134,176,-42,42,147100,147200,-3807,-5493,-1293,OK
11.719,FastM3,Tick,72,17,55,-55,147100,147200,-1307,7107,1607,OK
11.719,WLowBuy,Tick,0,55,-55,55,147100,147200,955,9545,15045,OK
11.719,FastM2,Tick,85,24,61,-61,147100,147200,-1602,9802,3702,OK
11.719,WLiq,Tick,10,55,-45,45,147100,147200,1338,9162,13662,OK
11.719,WLowBuy2,Tick,0,55,-55,55,147100,147200,-147,5647,11147,OK
11.719,allinM,Tick,60,80,-20,20,147100,147200,57,13943,15943,OK
12.047,FastM2Liq,Tick,134,176,-42,42,147300,147200,-3807,-5493,-9693,OK
12.047,FastM3,Tick,72,34,38,-38,147300,147200,-1557,9057,12857,OK
12.047,WLowBuy,Tick,0,55,-55,55,147300,147200,955,9545,4045,OK
12.047,FastM2,Tick,85,40,45,-45,147300,147200,-1838,11638,16138,OK
12.047,WLiq,Tick,10,55,-45,45,147300,147200,1338,9162,4662,OK
12.047,WLowBuy2,Tick,0,55,-55,55,147300,147200,-147,5647,147,OK
12.047,allinM,Tick,60,80,-20,20,147300,147200,57,13943,11943,OK
12.219,FastM2Liq,Tick,134,176,-42,42,147300,147200,-3807,-5493,-9693,OK
